#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2830 6 0.125000 0.420000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2831 6 0.130000 0.420000 0.042000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2832 6 0.075000 0.415000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2833 6 0.080000 0.415000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2834 6 0.085000 0.415000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2835 6 0.090000 0.415000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2836 6 0.095000 0.415000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2837 6 0.100000 0.415000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2838 6 0.105000 0.415000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2839 6 0.110000 0.415000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2840 6 0.115000 0.415000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2841 6 0.120000 0.415000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2842 6 0.125000 0.415000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2843 6 0.130000 0.415000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2844 6 0.075000 0.410000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2845 6 0.080000 0.410000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2846 6 0.085000 0.410000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2847 6 0.090000 0.410000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2848 6 0.095000 0.410000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2849 6 0.100000 0.410000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2850 6 0.105000 0.410000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2851 6 0.110000 0.410000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2852 6 0.115000 0.410000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2853 6 0.120000 0.410000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2854 6 0.125000 0.410000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2855 6 0.130000 0.410000 0.043000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2856 6 0.075000 0.405000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2857 6 0.080000 0.405000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2858 6 0.085000 0.405000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2859 6 0.090000 0.405000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2860 6 0.095000 0.405000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2861 6 0.100000 0.405000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2862 6 0.105000 0.405000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2863 6 0.110000 0.405000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2864 6 0.115000 0.405000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2865 6 0.120000 0.405000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2866 6 0.125000 0.405000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2867 6 0.130000 0.405000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2868 6 0.075000 0.400000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2869 6 0.080000 0.400000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2870 6 0.085000 0.400000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2871 6 0.090000 0.400000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2872 6 0.095000 0.400000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2873 6 0.100000 0.400000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2874 6 0.105000 0.400000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2875 6 0.110000 0.400000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2876 6 0.115000 0.400000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2877 6 0.120000 0.400000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2878 6 0.125000 0.400000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2879 6 0.130000 0.400000 0.044000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2880 6 0.075000 0.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2881 6 0.080000 0.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2882 6 0.085000 0.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2883 6 0.090000 0.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2884 6 0.095000 0.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2885 6 0.100000 0.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2886 6 0.105000 0.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2887 6 0.110000 0.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2888 6 0.115000 0.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2889 6 0.120000 0.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2890 6 0.125000 0.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2891 6 0.130000 0.395000 0.045000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2892 6 0.075000 0.390000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2893 6 0.080000 0.390000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2894 6 0.085000 0.390000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2895 6 0.090000 0.390000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2896 6 0.095000 0.390000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2897 6 0.100000 0.390000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2898 6 0.105000 0.390000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2899 6 0.110000 0.390000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2900 6 0.115000 0.390000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2901 6 0.120000 0.390000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2902 6 0.125000 0.390000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2903 6 0.130000 0.390000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2904 6 0.075000 0.385000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2905 6 0.080000 0.385000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2906 6 0.085000 0.385000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2907 6 0.090000 0.385000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2908 6 0.095000 0.385000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2909 6 0.100000 0.385000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2910 6 0.105000 0.385000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2911 6 0.110000 0.385000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2912 6 0.115000 0.385000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2913 6 0.120000 0.385000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2914 6 0.125000 0.385000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2915 6 0.130000 0.385000 0.046000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2916 6 0.075000 0.380000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2917 6 0.080000 0.380000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2918 6 0.085000 0.380000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2919 6 0.090000 0.380000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2920 6 0.095000 0.380000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2921 6 0.100000 0.380000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2922 6 0.105000 0.380000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2923 6 0.110000 0.380000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2924 6 0.115000 0.380000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2925 6 0.120000 0.380000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2926 6 0.125000 0.380000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2927 6 0.130000 0.380000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2928 6 0.075000 0.375000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2929 6 0.080000 0.375000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2930 6 0.085000 0.375000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2931 6 0.090000 0.375000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2932 6 0.095000 0.375000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2933 6 0.100000 0.375000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2934 6 0.105000 0.375000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2935 6 0.110000 0.375000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2936 6 0.115000 0.375000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2937 6 0.120000 0.375000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2938 6 0.125000 0.375000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2939 6 0.130000 0.375000 0.047000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2940 6 0.075000 0.370000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2941 6 0.080000 0.370000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2942 6 0.085000 0.370000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2943 6 0.090000 0.370000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2944 6 0.095000 0.370000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2945 6 0.100000 0.370000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2946 6 0.105000 0.370000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2947 6 0.110000 0.370000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2948 6 0.115000 0.370000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2949 6 0.120000 0.370000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2950 6 0.125000 0.370000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2951 6 0.130000 0.370000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2952 6 0.075000 0.365000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2953 6 0.080000 0.365000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2954 6 0.085000 0.365000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2955 6 0.090000 0.365000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2956 6 0.095000 0.365000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2957 6 0.100000 0.365000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2958 6 0.105000 0.365000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2959 6 0.110000 0.365000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2960 6 0.115000 0.365000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2961 6 0.120000 0.365000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2962 6 0.125000 0.365000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2963 6 0.130000 0.365000 0.048000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2964 6 0.075000 0.360000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2965 6 0.080000 0.360000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2966 6 0.085000 0.360000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2967 6 0.090000 0.360000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2968 6 0.095000 0.360000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2969 6 0.100000 0.360000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2970 6 0.105000 0.360000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2971 6 0.110000 0.360000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2972 6 0.115000 0.360000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2973 6 0.120000 0.360000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2974 6 0.125000 0.360000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2975 6 0.130000 0.360000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2976 6 0.075000 0.355000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2977 6 0.080000 0.355000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2978 6 0.085000 0.355000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2979 6 0.090000 0.355000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2980 6 0.095000 0.355000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2981 6 0.100000 0.355000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2982 6 0.105000 0.355000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2983 6 0.110000 0.355000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2984 6 0.115000 0.355000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2985 6 0.120000 0.355000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2986 6 0.125000 0.355000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2987 6 0.130000 0.355000 0.049000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2988 6 0.075000 0.350000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2989 6 0.080000 0.350000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2990 6 0.085000 0.350000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2991 6 0.090000 0.350000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2992 6 0.095000 0.350000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2993 6 0.100000 0.350000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2994 6 0.105000 0.350000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2995 6 0.110000 0.350000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2996 6 0.115000 0.350000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2997 6 0.120000 0.350000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2998 6 0.125000 0.350000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2999 6 0.130000 0.350000 0.050000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3000 6 0.075000 0.345000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3001 6 0.080000 0.345000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3002 6 0.085000 0.345000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3003 6 0.090000 0.345000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3004 6 0.095000 0.345000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3005 6 0.100000 0.345000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3006 6 0.105000 0.345000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3007 6 0.110000 0.345000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3008 6 0.115000 0.345000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3009 6 0.120000 0.345000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3010 6 0.125000 0.345000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3011 6 0.130000 0.345000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3012 6 0.075000 0.340000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3013 6 0.080000 0.340000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3014 6 0.085000 0.340000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3015 6 0.090000 0.340000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3016 6 0.095000 0.340000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3017 6 0.100000 0.340000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3018 6 0.105000 0.340000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3019 6 0.110000 0.340000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3020 6 0.115000 0.340000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3021 6 0.120000 0.340000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3022 6 0.125000 0.340000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3023 6 0.130000 0.340000 0.051000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3024 6 0.075000 0.335000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3025 6 0.080000 0.335000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3026 6 0.085000 0.335000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3027 6 0.090000 0.335000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3028 6 0.095000 0.335000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3029 6 0.100000 0.335000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3030 6 0.105000 0.335000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3031 6 0.110000 0.335000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3032 6 0.115000 0.335000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3033 6 0.120000 0.335000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3034 6 0.125000 0.335000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3035 6 0.130000 0.335000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3036 6 0.075000 0.330000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3037 6 0.080000 0.330000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3038 6 0.085000 0.330000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3039 6 0.090000 0.330000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3040 6 0.095000 0.330000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3041 6 0.100000 0.330000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3042 6 0.105000 0.330000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3043 6 0.110000 0.330000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3044 6 0.115000 0.330000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3045 6 0.120000 0.330000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3046 6 0.125000 0.330000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3047 6 0.130000 0.330000 0.052000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3048 6 0.075000 0.325000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3049 6 0.080000 0.325000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3050 6 0.085000 0.325000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3051 6 0.090000 0.325000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3052 6 0.095000 0.325000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3053 6 0.100000 0.325000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3054 6 0.105000 0.325000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3055 6 0.110000 0.325000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3056 6 0.115000 0.325000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3057 6 0.120000 0.325000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3058 6 0.125000 0.325000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3059 6 0.130000 0.325000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3060 6 0.075000 0.320000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3061 6 0.080000 0.320000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3062 6 0.085000 0.320000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3063 6 0.090000 0.320000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3064 6 0.095000 0.320000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3065 6 0.100000 0.320000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3066 6 0.105000 0.320000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3067 6 0.110000 0.320000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3068 6 0.115000 0.320000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3069 6 0.120000 0.320000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3070 6 0.125000 0.320000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3071 6 0.130000 0.320000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3072 6 0.075000 0.315000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3073 6 0.080000 0.315000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3074 6 0.085000 0.315000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3075 6 0.090000 0.315000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3076 6 0.095000 0.315000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3077 6 0.100000 0.315000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3078 6 0.105000 0.315000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3079 6 0.110000 0.315000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3080 6 0.115000 0.315000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3081 6 0.120000 0.315000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3082 6 0.125000 0.315000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3083 6 0.130000 0.315000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3084 6 0.075000 0.310000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3085 6 0.080000 0.310000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3086 6 0.085000 0.310000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3087 6 0.090000 0.310000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3088 6 0.095000 0.310000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3089 6 0.100000 0.310000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3090 6 0.105000 0.310000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3091 6 0.110000 0.310000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3092 6 0.115000 0.310000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3093 6 0.120000 0.310000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3094 6 0.125000 0.310000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3095 6 0.130000 0.310000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3096 6 0.075000 0.305000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3097 6 0.080000 0.305000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3098 6 0.085000 0.305000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3099 6 0.090000 0.305000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3100 6 0.095000 0.305000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3101 6 0.100000 0.305000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3102 6 0.105000 0.305000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3103 6 0.110000 0.305000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3104 6 0.115000 0.305000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3105 6 0.120000 0.305000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3106 6 0.125000 0.305000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3107 6 0.130000 0.305000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3108 6 0.075000 0.300000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3109 6 0.080000 0.300000 0.056000 
